8126;137671067;;;01
8127;137671067;;;01
8128;137671067;;;01
8129;137674864;;;01
8130;137674864;;;01
8131;137674864;;;01
8132;137674864;;;01
8133;137676042;;;01
8134;137676042;;;01
8135;137699735;;;01
8136;137699735;;;01
8137;137708793;;;01
8138;137723253;;;01
8139;137723253;;;01
8140;137723695;;;01
8141;137723695;;;01
8142;137732589;;;01
8143;137732589;;;01
8144;137745443;;;01
8145;137745443;;;01
8146;137757395;;;01
8147;137757395;;;01
8148;137761309;;;01
8149;137780745;;;01
8150;137780745;;;01
8151;137780745;;;01
8152;137785542;;;01
8153;137785542;;;01
8154;137791690;;;01
8155;137793448;;;01
8156;137793448;;;01
8157;137868448;;;01
8158;137868448;;;01
8159;137873751;;;01
8160;137873751;;;01
8161;137876459;;;01
8162;137876459;;;01
8163;137876459;;;01
8164;137876459;;;01
8165;137886640;;;01
8166;137887531;;;01
8167;137897502;;;01
8168;137897502;;;01
8169;137900830;;;01
8170;137900830;;;01
8171;137903383;;;01
8172;137903383;;;01
8173;137903383;;;01
8174;137903383;;;01
8175;137903383;;;01
8176;137903383;;;01
8177;137914016;;;01
8178;137914016;;;01
8179;137914016;;;01
8180;137914016;;;01
8181;137914016;;;01
8182;137914016;;;01
8183;137914016;;;01
8184;137914016;;;01
8185;137914016;;;01
8186;137914016;;;01
8187;137914016;;;01
8188;137914016;;;01
8189;137933703;;;01
8190;137942966;;;01
8191;137942966;;;01
8192;137942966;;;01
8193;137969562;;;01
8194;137969562;;;01
8195;137971478;;;01
8196;137971478;;;01
8197;137971478;;;01
8198;137971478;;;01
8199;137971478;;;01
8200;137971478;;;01
8201;137971621;;;01
8202;137971621;;;01
8203;137971621;;;01
8204;137971621;;;01
8205;137971621;;;01
8206;137971621;;;01
8207;137975724;;;01
8208;137975724;;;01
8209;137975724;;;01
8210;137983310;;;01
8211;137983310;;;01
8212;137983310;;;01
8213;137983310;;;01
8214;137994869;;;01
8215;137994869;;;01
8216;137994869;;;01
8217;137994869;;;01
8218;137994869;;;01
8219;138006776;;;01
8220;138006776;;;01
8221;138008043;;;01
8222;138008043;;;01
8223;138008043;;;01
8224;138008043;;;01
8225;138008043;;;01
8226;138008043;;;01
8227;138028338;;;01
8228;138034303;;;01
8229;138058440;;;01
8230;138062617;;;01
8231;138062617;;;01
8232;138067201;;;01
8233;138081506;;;01
8234;138083649;;;01
8235;138083649;;;01
8236;138083649;;;01
8237;138095230;;;01
8238;138108293;;;01
8239;138108293;;;01
8240;138110409;;;01
8241;138110409;;;01
8242;138110409;;;01
8243;138110409;;;01
8244;138110409;;;01
8245;138110409;;;01
8246;138110409;;;01
8247;138110409;;;01
8248;138110409;;;01
8249;138110409;;;01
8250;138110409;;;01
8251;138110409;;;01
8252;138126798;;;01
8253;138126798;;;01
8254;138126798;;;01
8255;138126798;;;01
8256;138126798;;;01
8257;138126798;;;01
8258;138129916;;;01
8259;138129916;;;01
8260;138129916;;;01
8261;138143412;;;01
8262;138143412;;;01
8263;138143412;;;01
8264;138144400;;;01
8265;138144400;;;01
8266;138144400;;;01
8267;138148660;;;01
8268;138148660;;;01
8269;138158576;;;01
8270;138158576;;;01
8271;138158576;;;01
8272;138163197;;;01
8273;138163197;;;01
